Player Name,Team,World,Vehicle Type,Companion,Kart Racing Rank,Platforming Rank,Boss Battle Rank,Power-Ups Used,Kart Role,Team Points,Lives Lost,Participation in Battle Mode,Mushroom Cup Participation,Power-Ups Owned,Coins Spent in Toad Town,Levels Completed,Times Hit by Enemies,Primary Game
Mario,GREEN CAPS,Donut Plains,Circuit Special,Toad,,B,B,24,Blocker,48.0,0.0,No,Yes,Super Star,251,81,9.0,Mario Party Superstars
Toadette,Red Caps,Donut Plains,Scooter,Luma,A,S,B,10,Speedster,-36.0,0.99,Yes,Yes,1-Up Mushroom,477,72,1.0,Super Mario Odyssey
Yoshi,Dino Buddies,                           Mushroom Kingdom                  ,Comet Bike,Toad,A,D,C,11,Speedster,101.12142,4.4916,Yes,Yes,Green Shell,70,93,5.0,Mario Party Superstars
Toadette,Toad Brigade,                  Koopa Kingdom                  ,Scooter,Luma,B,S,B,6,Dr\iver,-15.0,5.0,Yes,Yes,"Red Shell, Super Star, Super Mushroom",170,79,2.0,Mario Party Superstars
Bowser,Toad Brigade,Mushroom Kingdom,Standard Kart,Yoshi,,C,C,20,Blocker,37.5,1.0,Yes,No,"Super Mushroom, Green Shell",14,93,4.0,Super Mario Odyssey
Toad,Dino Buddies,Koopa Kingdom,Circuit Special,Polterpup,B,C,A,29,Blocker,109.0,2.0,Yes,No,"Green Shell, 1-Up Mushroom, Fire Flower",392,73,7.2,Mario Tennis Aces
Daisy,Red Caps,Toad Town,Standard Kart,Koopa Troopa,D,A,A,8,Driver,-32.0,2.0,Yes,No,"Green Shell, Red Shell, Super Mushroom",109,79,0.0,Mario Party Superstars
MZario,MUSHROOM ROYALTY,Donut Plains,Circuit Special,Goomba,A,S,D,18,Item Specialist,15.0,3.0,Yes,Yes,Super Star,271,89,0.0,Mario Party Superstars
Rosalina,,Yoshi's Island,Pipe Frame,Goomba,,D,C,12,Speedster,-94.0,0.0,No,Yes,"Banana Peel, Super Star",425,42,10.0,Super Mario Odyssey
Bowser Jr.,Dino Buddies,Yoshi's Island,Mach 8,Goomba,S,B,A,9,Drifter,-47.0,0.0,Yes,Yes,"Super Star, 1-Up Mushroom",295,98,7.0,Mario Tennis Aces
Waluigi,Koopa Clan,Mushroom Kingdom,Circuit Special,Koopa Troopa,D,B,B,17,Driver,5.0,5.46458,No,No,"Super Mushroom, 1-Up Mushroom, Red Shell",153,28,7.0,Mario Kart 8 Deluxe
Toadette,TRICKSTERS,Toad Town,Comet Bike,yOSHI,S,B,A,5,Drifter,172.0,2.0,No,Yes,"Green Shell, Super Star",5,51,10.0,Super Mario Bros.
Bowser Jr.,Green Caps,Yoshi's Island,Pipe Frame,Yoshi,D,C,A,15,Drifter,-92.0,1.0,Yes,Yes,Fire Flower,223,97,2.0,Mario Strikers
Bowser Jr.,Koopa Clan,Yoshi's Island,Standard Kart,Polterpup,,D,A,8,Driver,78.0,4.0,Yes,Yes,Red Shell,397,79,4.0,Mario Kart 8 Deluxe
Yoshi,Dino Buddies,Donut Plains,Mach 8,Polterpup,D,D,C,14,Item Specialist,8.0,0.0,Yes,Yes,Banana Peel,61,57,2.0,                  Mario Tennis Aces                           
Daisy,TOAD BRIGADE,Mushroom Kingdom,Standard Kart,Koopa Troopa,C,D,S,6,Speedster,179.0,3.0,Yes,No,1-Up Mushroom,169,71,1.0,Super Mario Bros.
Bowser Jr.,Tricksters,Mushroom Kingdom,Comet Bike,Yoshi,B,C,S,18,Drifter,-100.0,5.0,Yes,Yes,"Fire Flower, 1-Up Mushroom",463,80,0.0,Super Mario Odyssey
Toad,Sarasaland Stars,Donut Plains,Comet Bike,tOAD,S,A,A,23,Drifter,118.0,0.0,No,Yes,"1-Up Mushroom, Green Shell",106,44,9.0,Mario Kart 8 Deluxe
Mario,Koopa Clan,Star World,Mach 8,Koopa Troopa,,B,S,22,Drifter,105.0,1.0,Yes,No,"Super Mushroom, Green Shell",436,90,7.0,Mario Strikers
Peach,Red Caps,Toad Town,Comet Bike,tOAD,S,A,C,6,Blocker,39.0,3.40737,Yes,No,Red Shell,465,83,6.0,Mario Tennis Aces
Waluigi,Mushroom Royalty,Star World,Circuit Special,Toad,C,D,C,6,Blocker,106.0,1.0,Yes,No,Super Mushroom,18,27,7.0,Mario Party Superstars
Bowser Jr.,Koopa Clan,Star World,Circuit Special,Goomba,A,C,S,20,Blocker,200.271536,5.0,No,Yes,"Green Shell, Red Shell, Banana Peel",6,32,7.0,Mario Strikers
Peach,Dino Buddies,Yoshi's Island,Standard Kart,yOSHI,C,D,A,19,Blocker,-82.0,3.0,Yes,Yes,"Red Shell, 1-Up Mushroom",269,44,2.0,         Super Mario World         
Bowser Jr.,,Koopa Kingdom,Scooter,yOSHI,B,A,C,11,Blocker,-100.0,4.0,Yes,Yes,"Banana Peel, Super Mushroom",33,33,6.0,                           Mario Party Superstars         
Bowser JZr.,Mushroom Royalty,Koopa Kingdom,Scooter,yOSHI,S,C,D,11,Blocker,68.0,1.0,No,,Banana Peel,123,99,8.0,         Mario Tennis Aces                           
Bowser Jr.,GREEN CAPS,                  Toad Town                           ,Comet Bike,kOOPA tROOPA,D,A,C,24,Blocker,25.0,2.0,No,No,Super Mushroom,391,81,7.0,Super Mario World
Bowser Jr.,Mushroom Royalty,Donut Plains,Standard Kart,sHY gUY,C,A,D,13,Speedster,175.0,5.0,Yes,Yes,"Super Star, Fire Flower",225,27,6.0,Super Mario Odyssey
Luigi,Mushroom Royalty,Mushroom Kingdom,Mach 8,Koopa Troopa,S,S,S,8,Item Specialist,-57.0,4.0,Yes,No,"1-Up Mushroom, Green Shell, Super Mushroom",238,90,0.967737,Mario Party Superstars
Toad,Sarasaland Stars,                           Mushroom Kingdom                           ,Biddybuggy,Polterpup,,S,D,11,Item Specialist,-21.0,0.0,Yes,Yes,"Green Shell, Super Star",351,88,4.0,Mario Strikers
Bowser,Koopa Clan,Koopa Kingdom,                           Biddybuggy                           ,tOAD,S,D,D,17,Item Specialist,-77.0,0.0,No,No,1-Up Mushroom,4,31,6.0,Mario Party Superstars
Luigi,TRICKSTERS,Toad Town,Mach 8,tOAD,S,D,D,27,Item Specialist,-95.0,2.059237,No,,"Fire Flower, Green Shell, Super Star",19,62,6.0,                  Super Mario Bros.                  
Toadette,Mushroom Royalty,         Yoshi's Island         ,Biddybuggy,yOSHI,B,A,A,29,Item Specialist,96.0,1.0,No,No,Super Mushroom,49,65,2.0,Super Mario Bros.
Daisy,Dino Buddies,Donut Plains,Mach 8,Polterpup,D,C,D,25,Item Specialist,-95.0,0.0,Yes,No,Green Shell,374,55,2.0,                           Super Mario Bros.         
Toadette,Koopa Clan,Star World,Circuit Special,Luma,B,D,B,7,Blocker,45.9909,5.0,Yes,No,1-Up Mushroom,457,56,1.0,Super Mario Bros.
Daisy,Green Caps,Donut Plains,Pipe Frame,Toad,,B,C,12,Drifter,163.0,2.0,Yes,Yes,"Super Star, 1-Up Mushroom, Red Shell",352,78,6.7,Mario Kart 8 Deluxe
Luigi,Sarasaland Stars,Toad Town,Biddybuggy,gOOMBA,A,B,B,30,Blocker,145.475431,4.0,Yes,,Super Star,335,26,10.0,Super Mario Odyssey
Toad,Koopa Clan,Toad Town,Biddybuggy,Shy Guy,D,C,A,8,Drifter,103.0,5.0,Yes,Yes,Red Shell,434,75,6.0,Mario Kart 8 Deluxe
BowsGer,DINO BUDDIES,         Star World                           ,Scooter,Yoshi,B,C,C,5,Item Specialist,-3.0,2.0,No,No,Super Star,349,61,5.0,                  Mario Tennis Aces                           
Yoshi,,                           Mushroom Kingdom         ,Mach 8,Yoshi,A,A,B,14,Speedster,87.0,0.0,No,,Green Shell,194,84,6.0,Super Mario Odyssey
Toadette,Green Caps,         Mushroom Kingdom                           ,Mach 8,Toad,A,S,S,5,Driver,112.0,1.0,Yes,Yes,"Banana Peel, Red Shell",492,48,5.3051,Super Mario Bros.
Wario,Koopa Clan,                  Toad Town         ,Standard Kart,yOSHI,C,D,D,17,Driver,128.0,2.0,Yes,No,"Fire Flower, Super Mushroom",245,34,7.0,Super Mario Bros.
Yoshi,Tricksters,                           Koopa Kingdom                  ,Mach 8,kOOPA tROOPA,A,D,B,19,Speedster,112.0,5.0,No,No,"Fire Flower, Super Star",472,95,0.0,Super Mario Bros.
Rosalina,Dino Buddies,Star World,Circuit Special,Polterpup,D,B,B,18,Speedster,4.0,3.0,Yes,,"Green Shell, Banana Peel",491,26,5.0,Super Mario Odyssey
Yoshi,Green Caps,Toad Town,Biddybuggy,Yoshi,D,S,B,28,Drifter,7.0,0.0,No,,1-Up Mushroom,249,51,0.0,Super Mario Bros.
Luigi,Mushroom Royalty,Mushroom Kingdom,Scooter,Toad,B,B,S,28,Speedster,128.0,5.0,No,Yes,"1-Up Mushroom, Fire Flower",449,29,0.0,Mario Kart 8 Deluxe
Yoshi,,tOAD tOWN,Pipe Frame,tOAD,,S,S,26,Item Specialist,179.0,4.09055,Yes,Yes,"Fire Flower, Super Star",163,74,5.0,                           Super Mario World                  
Daisy,Toad Brigade,                  Toad Town         ,Pipe Frame,lUMA,B,S,C,10,Driver,-33.0,4.0,Yes,No,"Red Shell, Super Star",23,35,0.0,Mario Party Superstars
Bowser,Green Caps,Yoshi's Island,Mach 8,Koopa Troopa,S,C,D,16,Item Specialist,142.0,4.4,Yes,Yes,"Green Shell, Super Star",89,62,6.0,Super Mario Odyssey
Toad,Koopa Clan,Star World,Scooter,kOOPA tROOPA,,A,S,10,Blocker,23.99305,4.0,No,Yes,"Green Shell, Fire Flower, Super Mushroom",166,43,10.0,Super Mario Odyssey
Luigi,Tricksters,Donut Plains,Scooter,Goomba,B,S,A,5,Speedster,165.0,5.0,No,,"Fire Flower, Super Star",263,29,0.0,Mario Party Superstars
Toadette,Dino Buddies,Donut Plains,Circuit Special,Toad,S,S,S,24,Blocker,-11.0,5.0,Yes,No,1-Up Mushroom,295,58,3.0,         Mario Strikers         
Bowser Jr.,Red Caps,                           Mushroom Kingdom         ,Biddybuggy,tOAD,C,A,C,13,Speedster,50.0,1.0,No,Yes,"Red Shell, Banana Peel",442,59,8.0,Super Mario Bros.
Bowser,SARASALAND STARS,Yoshi's Island,Mach 8,sHY gUY,C,C,A,15,Drifter,69.50884,5.0,Yes,No,Super Star,196,47,5.0,Mario Party Superstars
Toad,Tricksters,yOSHI'S iSLAND,Standard Kart,pOLTERPUP,C,C,B,27,Blocker,189.0,0.0,No,Yes,Super Mushroom,268,95,7.0,Mario Tennis Aces
Luigi,Dino Buddies,Mushroom Kingdom,Standard Kart,Shy Guy,C,S,C,18,Speedster,41.0,0.0,Yes,Yes,"1-Up Mushroom, Red Shell",20,94,4.0,Mario Strikers
Toad,Green Caps,Toad Town,Mach 8,Toad,,A,D,22,Blocker,9.0,1.0,Yes,Yes,"Green Shell, Banana Peel",287,91,7.0,Super Mario World
Toad,Toad Brigade,Star World,Scooter,Yoshi,B,S,B,6,Drifter,69.0,1.0,Yes,Yes,"Fire Flower, Super Mushroom",269,93,10.0,                  Mario Tennis Aces                           
Mariom,Toad Brigade,Mushroom Kingdom,Standard Kart,Toad,,S,C,9,Item Specialist,-67.0,4.0,Yes,No,"Green Shell, Fire Flower",434,95,5.0,Mario Kart 8 Deluxe
,Red Caps,Donut Plains,Mach 8,Polterpup,,C,S,23,Driver,-34.0,3.0,Yes,Yes,Super Star,107,72,10.0,Mario Kart 8 Deluxe
Rosalina,Toad Brigade,         Koopa Kingdom                  ,                           Mach 8                  ,sHY gUY,D,A,B,22,Driver,130.0,5.8404,Yes,No,"Super Mushroom, Super Star, Green Shell",26,84,9.51891,Mario Kart 8 Deluxe
Yoshi,Red Caps,Koopa Kingdom,Mach 8,Yoshi,C,C,C,27,Item Specialist,18.0,2.0,Yes,No,"Fire Flower, Super Star",318,69,9.0,Super Mario World
Mario,Sarasaland Stars,Toad Town,Pipe Frame,tOAD,A,D,S,8,Item Specialist,179.0,1.0,Yes,No,"Green Shell, Super Star",74,78,6.0,                           Mario Party Superstars                           
Bowser Jr.,Koopa Clan,         Donut Plains                  ,Circuit Special,Polterpup,A,S,B,7,Item Specialist,-94.0,1.0,No,,"Fire Flower, Green Shell",110,74,2.0,Super Mario Odyssey
Daisy,Mushroom Royalty,Mushroom Kingdom,Biddybuggy,yOSHI,C,B,C,13,Drifter,172.0,1.0,Yes,,"Banana Peel, Fire Flower, Super Mushroom",349,53,2.0,Mario Kart 8 Deluxe
Waluigi,Sarasaland Stars,Star World,Biddybuggy,gOOMBA,D,A,C,13,Spe:edster,-28.0,1.0,No,No,"Green Shell, Super Mushroom, Red Shell",89,89,2.0,                           Mario Party Superstars                           
Yoshi,TOAD BRIGADE,Toad Town,Mach 8,sHY gUY,B,D,C,21,Blocker,-21.0,0.0,No,Yes,"Green Shell, Super Star",210,41,4.0,         Mario Party Superstars                  
Toad,Koopa Clan,Donut Plains,Scooter,Goomba,C,S,C,14,Speedster,124.0,5.0,No,Yes,Green Shell,416,26,2.0,Mario Party Superstars
Luigi,Toad Brigade,                           Yoshi's Island                  ,Pipe Frame,Shy Guy,A,A,A,26,Driver,-74.0,1.0,Yes,No,"1-Up Mushroom, Red Shell, Super Star",184,73,0.64498,                  Super Mario World                  
Toadette,KOOPA CLAN,Toad Town,Pipe Frame,Shy Guy,,B,S,27,Drifter,-58.0,2.0,No,No,"1-Up Mushroom, Green Shell, Red Shell",70,53,3.0,Mario Kart 8 Deluxe
Toad,Green Caps,Mushroom Kingdom,Circuit Special,Polterpup,B,S,A,21,Speedster,-84.0,0.86,Yes,No,Green Shell,94,99,6.0,Mario Party Superstars
Bowser,Mushroom Royalty,Toad Town,Circuit Special,sHY gUY,,C,B,15,Blocker,-77.7795,5.0,No,Yes,"Red Shell, Super Mushroom, Banana Peel",346,30,4.0,Mario Party Superstars
Waluigi,Koopa Clan,Mushroom Kingdom,Standard Kart,sHY gUY,B,C,C,23,Driver,46.0,3.0,No,No,"Green Shell, Super Star",267,31,4.0,Super Mario World
Waluigi,SARASALAND STARS,Donut Plains,Circuit Special,sHY gUY,D,A,C,18,Driver,200.0,2.0,Yes,Yes,Super Star,244,27,7.0,Super Mario World
Yoshi,Sarasaland Stars,                  Star World                           ,Scooter,Toad,D,A,B,28,Driver,125.0,4.0,Yes,No,"Fire Flower, Super Star, Green Shell",395,87,9.0,Mario Strikers
Rosalina,Tricksters,Donut Plains,Circuit Special,pOLTERPUP,S,B,S,7,Blocker,165.0,5.0,Yes,,"Red Shell, Super Star, 1-Up Mushroom",375,96,1.0,Super Mario World
Daisy,Green Caps,Star World,Mach 8,pOLTERPUP,A,B,A,21,Driver,87.0,2.0,Yes,No,"Red Shell, 1-Up Mushroom",207,51,3.0,Mario Party Superstars
Bowser,MUSHROOM ROYALTY,Mushroom Kingdom,                  Pipe Frame         ,gOOMBA,S,B,S,22,Drifter,37.0,4.0,No,Yes,1-Up Mushroom,347,96,2.0,         Super Mario World                           
Rosalina,Toad Brigade,Yoshi's Island,Scooter,Toad,A,D,D,9,D}rifter,41.0,3.0,Yes,Yes,"Super Star, 1-Up Mushroom, Banana Peel",142,27,6.09264,Mario Kart 8 Deluxe
Daisy,Dino Buddies,Donut Plains,Comet Bike,pOLTERPUP,S,D,A,10,Blocker,83.0,2.0,Yes,Yes,"Fire Flower, Super Star, Red Shell",140,60,10.0,Mario Strikers
Daisy,Red Caps,                           Mushroom Kingdom         ,                           Circuit Special                           ,Goomba,D,A,B,7,S=peedster,-13.57996,4.0,Yes,Yes,"Super Mushroom, Banana Peel",106,43,0.23829,Super Mario Bros.
Peach,Toad Brigade,Donut Plains,Biddybuggy,Shy Guy,B,S,C,16,Driver,100.0,3.0,No,No,"Fire Flower, Super Mushroom",30,96,5.0,         Mario Kart 8 Deluxe         
Toad,Sarasaland Stars,Donut Plains,Biddybuggy,Shy Guy,A,C,S,5,Item Specialist,-74.0,3.0,Yes,Yes,"Super Star, Super Mushroom, Banana Peel",149,65,6.0,         Mario Kart 8 Deluxe                  
Bowser,Tricksters,Yoshi's Island,Scooter,Toad,A,S,S,19,Speedster,-75.0,0.0,No,No,"Super Mushroom, Green Shell",124,41,1.0,                           Super Mario World                  
Peach,Sarasaland Stars,Koopa Kingdom,         Comet Bike                  ,gOOMBA,B,B,A,17,B/locker,-23.0285,0.0,No,,"1-Up Mushroom, Fire Flower, Banana Peel",70,95,10.0,Super Mario Bros.
Bowser,,Toad Town,Biddybuggy,pOLTERPUP,,B,A,21,Speedster,-60.0,2.0,Yes,No,"Banana Peel, Super Star",153,39,9.0,Mario Tennis Aces
Toadette,DINO BUDDIES,Koopa Kingdom,Comet Bike,Koopa Troopa,D,C,S,13,Speedster,172.0,3.0,No,,"Super Star, 1-Up Mushroom, Fire Flower",57,51,9.0,Mario Kart 8 Deluxe
Bowser,Mushroom Royalty,                  Mushroom Kingdom                           ,Pipe Frame,pOLTERPUP,C,A,S,25,Speedster,38.0,2.0,Yes,,"1-Up Mushroom, Green Shell, Red Shell",357,61,0.0,         Mario Tennis Aces         
Daisy,Koopa Clan,Yoshi's Island,Mach 8,Yoshi,B,S,C,11,Speedster,52.0,1.0,No,,"Red Shell, Super Star",465,81,0.0,Mario Kart 8 Deluxe
Toadette,Toad Brigade,Mushroom Kingdom,Mach 8,Polterpup,B,S,D,10,Drifter,-96.791,1.0,No,Yes,Red Shell,432,51,3.0,Super Mario Bros.
Peach,Dino Buddies,Koopa Kingdom,Circuit Special,Polterpup,A,C,B,22,Blocker,181.0,4.0,No,Yes,Super Mushroom,230,53,4.0,Super Mario Odyssey
Toadette,Mushroom Royalty,Toad Town,Biddybuggy,Koopa Troopa,B,S,A,25,Driver,-6.7,3.0,No,Yes,Fire Flower,183,40,6.83,Mario Party Superstars
Toad,Green Caps,                  Yoshi's Island         ,Pipe Frame,Luma,S,D,A,16,Drifter,148.0,1.0,Yes,No,Super Star,14,52,10.616029,Super Mario Odyssey
Luigi,Koopa Clan,Mushroom Kingdom,Pipe Frame,Koopa Troopa,C,B,B,15,Item Specialist,-18.0,3.0,No,No,"Banana Peel, Red Shell",166,52,2.0,Mario Strikers
Peach,MUSHROOM ROYALTY,Star World,Standard Kart,Goomba,D,C,B,28,Item Specialist,63.0,0.064,Yes,No,Banana Peel,385,87,9.0,Mario Kart 8 Deluxe
Mario,,Star World,Biddybuggy,tOAD,S,D,B,21,Item Specialist,81.0,5.551049,Yes,No,"Super Star, Fire Flower, Green Shell",25,90,8.0,         Mario Tennis Aces                  
Wario,,Yoshi's Island,Biddybuggy,tOAD,D,S,B,25,Blocker,-13.0,2.0,No,Yes,"Red Shell, Green Shell",31,44,10.0,Super Mario World
Bowser Jr.,Red Caps,                           Star World                           ,Circuit Special,Goomba,C,S,B,13,Item Specialist,-10.0,2.0,Yes,No,Banana Peel,47,63,1.0,Super Mario Odyssey
Toad,Sarasaland Stars,Koopa Kingdom,         Biddybuggy         ,gOOMBA,D,B,D,9,Drifter,123.0,1.0,Yes,Yes,"Super Star, Green Shell, Banana Peel",112,61,4.0,Mario Kart 8 Deluxe
Rosalina,Toad Brigade,Mushroom Kingdom,Scooter,Toad,B,D,A,20,Drifter,14.0,1.0,No,Yes,Green Shell,306,86,8.02697,Mario Party Superstars
Mario,Sarasaland Stars,                  Yoshi's Island         ,Biddybuggy,sHY gUY,,D,A,22,Spee\dster,115.98627,3.0,No,,"Super Star, Red Shell, Green Shell",494,100,9.0,Mario Strikers
Toadette,Red Caps,Mushroom Kingdom,Biddybuggy,Goomba,A,C,A,23,Blocker,189.0,1.0,Yes,No,Super Mushroom,264,25,3.97211,                  Super Mario Bros.                  
Daisy,Tricksters,Yoshi's Island,Biddybuggy,Koopa Troopa,S,A,D,24,Speedster,174.0,1.0,No,,"1-Up Mushroom, Green Shell, Banana Peel",201,68,1.0,Mario Strikers
Rosalina,Dino Buddies,Koopa Kingdom,Comet Bike,Yoshi,,B,S,19,Speedster,77.4761,0.0,Yes,No,"Red Shell, Banana Peel",255,84,4.35811,Super Mario World
Bowser Jr.,TRICKSTERS,Yoshi's Island,Biddybuggy,Toad,,A,S,18,Speedster,50.0,2.38,No,Yes,Banana Peel,412,95,0.0,Super Mario Odyssey
Toad,Tricksters,Koopa Kingdom,Scooter,Shy Guy,B,B,A,24,Driver,-17.0,2.0,Yes,Yes,"Super Star, 1-Up Mushroom, Fire Flower",126,81,0.0,Super Mario Odyssey
Daisy,Dino Buddies,Toad Town,Standard Kart,Goomba,C,D,C,12,Driver,99.0,4.0,Yes,Yes,"Banana Peel, Super Mushroom, Fire Flower",259,52,10.0,                           Super Mario World         
Waluigi,Tricksters,                  Toad Town                  ,Mach 8,Luma,B,D,C,26,Speedster,-44.0,3.0,No,No,"Fire Flower, Super Mushroom, Banana Peel",65,46,2.0,         Mario Tennis Aces         
Bowser Jr.,Toad Brigade,Donut Plains,Mach 8,gOOMBA,C,D,A,11,Blocker,42.0,3.0,Yes,Yes,Red Shell,308,31,1.0,                           Super Mario Odyssey                           
Toad,Sarasaland Stars,         Star World                           ,Scooter,gOOMBA,D,A,C,6,Drifter,142.0,3.0,Yes,Yes,Red Shell,60,100,0.0,Mario Strikers
Yoshi,Tricksters,                  Yoshi's Island                           ,Mach 8,Koopa Troopa,A,A,S,18,Item Specialist,42.0,2.0,No,Yes,"Fire Flower, 1-Up Mushroom",166,32,0.0,                           Super Mario World                  
Mario,Red Caps,Star World,Circuit Special,Koopa Troopa,,D,D,9,Item Specialist,108.3,5.0,Yes,No,"Green Shell, Super Mushroom, 1-Up Mushroom",410,90,0.0,Mario Party Superstars
Bowser Jar.,Green Caps,Star World,Mach 8,kOOPA tROOPA,C,A,A,29,Item Specialist,22.0,1.0,No,Yes,"Fire Flower, 1-Up Mushroom",288,68,3.0,         Mario Party Superstars         
Mario,Green Caps,Mushroom Kingdom,Scooter,kOOPA tROOPA,S,C,A,29,Drifter,169.0,3.0,Yes,No,"Fire Flower, Banana Peel",16,90,3.0,Mario Strikers
Rosalina,Sarasaland Stars,                  Koopa Kingdom                           ,Comet Bike,Shy Guy,,D,B,19,Speedster,71.0,4.0,No,,1-Up Mushroom,186,75,3.0,Mario Kart 8 Deluxe
Wario,Tricksters,Toad Town,Scooter,Luma,A,D,S,9,Blocker,91.0,3.0,No,Yes,"Super Star, 1-Up Mushroom",106,39,0.0,Mario Strikers
Wario,Sarasaland Stars,Toad Town,Mach 8,Polterpup,S,B,C,11,Speedster,32.0,3.0,Yes,No,"Red Shell, Banana Peel",358,92,2.0,Super Mario Odyssey
Rosalina,GREEN CAPS,Koopa Kingdom,Scooter,Polterpup,B,D,C,17,Driver,-44.0,1.0,No,No,"Banana Peel, Green Shell, Super Star",289,97,10.0,Mario Strikers
Mario,Red Caps,Mushroom Kingdom,Standard Kart,Goomba,,S,S,17,Speedster,14.68,0.0,Yes,Yes,"1-Up Mushroom, Banana Peel",198,63,3.0,Super Mario Bros.
Rosalina,Sarasaland Stars,                  Mushroom Kingdom                  ,Biddybuggy,Yoshi,,D,B,11,Drifter,-11.0,5.0,No,Yes,"Super Mushroom, Fire Flower, Banana Peel",400,34,9.0,Mario Strikers
Peach,Mushroom Royalty,                  Yoshi's Island         ,Pipe Frame,Shy Guy,,A,S,14,Drifter,-92.0,1.0,Yes,No,Red Shell,299,31,5.0,Mario Tennis Aces
Rosalina,Mushroom Royalty,Koopa Kingdom,Pipe Frame,Polterpup,S,A,S,23,Speedster,75.0,0.0,Yes,No,"Super Star, Banana Peel, Fire Flower",163,60,8.0,Mario Strikers
Peach,Red Caps,Mushroom Kingdom,Pipe Frame,Koopa Troopa,B,A,D,17,Driver,109.0,1.0,Yes,Yes,"Red Shell, Super Mushroom, Banana Peel",86,77,1.48328,                  Mario Party Superstars                  
Bowser,Green Caps,Toad Town,Comet Bike,Koopa Troopa,,D,A,8,Driver,51.0,2.0,No,No,"Super Star, Banana Peel",90,40,1.0,Super Mario World
Peach,Dino Buddies,Yoshi's Island,Comet Bike,Polterpup,B,C,C,19,Drifter,-67.0,5.0,No,Yes,"Super Mushroom, Red Shell",137,95,1.0,Super Mario World
Daisy,,Koopa Kingdom,Pipe Frame,kOOPA tROOPA,,D,D,27,Drifter,34.0,4.0,Yes,No,Green Shell,89,87,6.0,Mario Kart 8 Deluxe
Toadette,GREEN CAPS,Star World,Standard Kart,Toad,A,D,S,5,Item Specialist,-58.0,1.0,Yes,Yes,"1-Up Mushroom, Fire Flower",347,73,0.0,Super Mario Bros.
Waluigi,Sarasaland Stars,Toad Town,Biddybuggy,kOOPA tROOPA,C,D,C,14,Speedster,-73.0,0.0,No,Yes,"Banana Peel, Green Shell",416,87,7.3543,Super Mario Odyssey
Mario,Toad Brigade,Toad Town,Pipe Frame,sHY gUY,,A,S,20,Blocker,151.0,0.0,No,No,"Super Star, Green Shell, Banana Peel",464,55,0.0,                           Super Mario Bros.                           
Wario,Koopa Clan,Koopa Kingdom,Mach 8,Koopa Troopa,D,B,D,7,Drifter,38.0,2.0,Yes,Yes,"Red Shell, 1-Up Mushroom",79,49,10.0,Mario Party Superstars
Luigi,Tricksters,Donut Plains,Standard Kart,kOOPA tROOPA,B,S,C,19,Item Specialist,-15.0,2.0,Yes,No,"Super Mushroom, Fire Flower",267,44,3.0,         Super Mario Bros.                           
Toadette,Mushroom Royalty,Yoshi's Island,Scooter,pOLTERPUP,D,D,B,19,Driver,41.0,2.0,Yes,Yes,"1-Up Mushroom, Red Shell, Super Star",300,35,10.0,         Mario Tennis Aces                           
Yoshi,Mushroom Royalty,Donut Plains,Comet Bike,gOOMBA,C,S,B,26,Drifter,-29.5,0.0,Yes,Yes,"Red Shell, Super Star",114,49,3.0,Super Mario Odyssey
